label,text,text_length
0.0,ok no problem... yup i'm going to sch at 4 if i rem correctly...,64
0.0,"investment  to all whom it may concern :  i keep receiving such unsolicited messages  ( please , see below ) that represent an obvious scam .  is there any way to block out the messages from this source ?  i assume other employees of enron are also being hit .  vince kaminski  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 01 / 02 / 2001  08 : 19 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  "" dagogo kalu "" on 12 / 30 / 2000 02 : 15 : 58 am  to : vince . j . kaminski @ enron . com  cc :  subject : investment  from : col . dagogo kalu  tel / fax 448453342783  attn : president / ceo  request for an assistance  dear sir ,  with due respect and knowledge of your good reputation , i decided to contact  you for this matter that need urgent attention . i am col . dagogo kalu . i  was the commandant of the west african peace keeping force & monitoring  group ( ecomog ) until i sustained a very serious injury that put me off the  military camp for about 3 months now . honestly , i have full trust for your  honesty hence i write this letter to you .  during our recent mission to sierra leone , a diamond rich west african  country to cushion the war between the rebels and the ruling government , we  ran into 2 boxes ( consignment ) right inside a thick jungle where we believed  was a hide out of the rebels . as we opened the boxes , one that is smaller  contains numerous sizes of raw diamond . the bigger box contains about us  $ 15 . 2 million , which we believed to be the total amount of diamond sold at  that period of time by the rebels before we invaded the place .  myself and my two other colleagues took the boxes away . i took the bigger  box containing the us $ 15 . 2 million to cotonou benin republic which is the  nearby country and deposited it with one security company for safe keeping  to enable me think wisely on what to do with the money . the smaller box  containing the raw diamond i gave it to my other 2 colleagues , which they  accepted in good faith .  a month after this , the rebels lunched a counter - attack on us where i  sustained a very serious gun shut wound on my right leg . a lot of our boys  died but few survived . at this moment , i am receiving medical treatment  here in london . this is why i need your help urgently .  i need a foreign company i will present as the beneficiary of the huge  amount and also pay in the money into their account . your bank account must  be a good one where we shall not pay much as tax . you shall also serve as  the general overseer and guardian of this fund and all the investment of  this money will be under your care until i recover fully .  i will give you all the details of the transaction immediately i get your  response . you will also get a suitable percentage ( % ) as your share . all  the documents of the deposit of the money are intact with my wife . i have  already finalized this arrangement with the security company so there is no  problem at all .  please you can reach me through my direct tel / fax no : 448453342783 where i  am receiving treatment . in your reply , state clearly your direct telephone  and fax numbers for easy communication and more confidentiality .  further details will be given to you once i hear from you .  i await your urgent response soonest .  best regards ,  col . dagogo kalu  get your free download of msn explorer at http : / / explorer . msn . com",3447
0.0,no i don't have cancer. moms making a big deal out of a regular checkup aka pap smear,85
0.0,"visit by professor shijie deng on friday , july 28 , 2000  professor shijie deng , assistant professor , school of industrial and systems  engineering , georgia institute of technology will be spending friday , july  28 , 2000 with the research group . he will be doing a presentation from 1 : 00  pm to 2 : 30 pm in conference room 49 c 4 . his field of expertise is :  financial asset pricing and real options valuation  financial engineering applications in energy commodity markets  transmission pricing in electric power systems  applications of contract theory in supply chain modeling  please plan to attend .",616
0.0,to day class is there are no class.,35
0.0,thanx but my birthday is over already.,38
1.0,"minimize your phone expenses  unlimited web conferencing  subscribe to the web conference center for only $ 40 . 00 per month !  ( connects up to 15 participants at a time plus audio charges )  manage your meetings virtually on line  application sharing  multi - platform compatible ( no software needed )  call anytime , from anywhere , to anywhere  unlimited usage for up to 15 participants ( larger groups availabale )  lowest rate $ . 18 cents per minunte for audio ( toll charges included )  quality , easy to use service  numerous interactive features  free demo  eliminate or reduce travel expense  try this on for savings . . .  and turn those unnecessary trips into problem solving and fact finding conferences ,  saving time and wear and tear on your overworked business staff .  to find out more about this revolutionary concept ,  fill out the form below .  required input field *  name *  web  address  company  name *  state *  business  phone *  home  phone  email  address *  all information given herein is strictly confidential and will not be re - distributed  for any reason other than for the specific use intended .  to be removed from our distribution lists , please  click  here . .",1206
0.0,how was txting and driving,26
0.0,"\gimme a few\"" was  &lt;#&gt;  minutes ago""",43
0.0,that's ok. i popped in to ask bout something and she said you'd been in. are you around tonght wen this girl comes?,115
0.0,does daddy have a bb now.,25
0.0,those ducking chinchillas,25
1.0,"i know your company !  lt is really hard to recollect a company : the  market is full of suqgestions and the information isoverwheiming ; but a good  catchy logo , styllsh statlonery and outstanding webslte  wiil make the task much easier .  we do not promise that havinq ordered a logo your  company wiii automaticaliy become a worid leader : it isguite ciear that  without qood products , effective business organization and practicable aim it  will be hotat nowadays market ; but we do promise that your marketing efforts  will become much more effective . here is the list of clear  benefits : creativeness : hand - made , original logos , specially done  to reflect your distinctive company image . convenience : logo and stationery  are provided in all formats ; easy - to - use content management system letsyou  change your website content and even its structure . promptness : you  will see logo drafts within three business days . affordability : your  marketing break - through shouldn ' t make gaps in your budget . 100 % satisfaction  guaranteed : we provide unlimited amount of changes with no extra fees for you to  be surethat you will love the result of this collaboration . have a look at our  portfolio _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1450
0.0,"huh... hyde park not in mel ah, opps, got confused... anyway, if tt's e best choice den we juz have to take it...",113
0.0,sun ah... thk mayb can if dun have anythin on... thk have to book e lesson... e pilates is at orchard mrt u noe hor...,120
1.0,"i know your company !  it is really hard to recollect a company : the market is full of suggestions and the information is  overwhelming ; but a good catchy logo , stylish stationery and outstanding website  will make the task much easier .  we do not promise that having ordered a logo your company will automatically become a world leader : it is  quite clear that without good products , effective business organization and practicable aim it will be hot  at nowadays market ; but we do promise that your marketing efforts will become much more effective .  here is the list of clear benefits :  creativeness : hand - made , original logos , specially done to reflect your distinctive company image .  convenience : logo and stationery are provided in all formats ; easy - to - use content management system lets  you change your website content and even its structure .  promptness : you will see logo drafts within three business days .  affordability : your marketing break - through shouldn ' t make gaps in your budget .  100 % satisfaction guaranteed : we provide unlimited amount of changes with no extra fees for you to be sure  that you will love the result of this collaboration .  have a look at our portfolio",1223
1.0,"save 70 % on laser toner and inkjet cartridges !  due to heavy demand from our customers we are extending the  5 % extra off coupon on all your purchases with coupon code rmscy 6 p 2  upto july ' 30 2002  and the offer is exclusively from us .  you received this letter because you signed  up to receive offers from one of our affiliate sites .  to unsubscribe from our mailing list , online  unsubscribe click  here or by  email click  here",442
0.0,serious? what like proper tongued her,37
0.0,good morning plz call me sir,28
0.0,webpage s not available!,24
1.0,"fortune 500 company hiring , at home reps .  help wanted . we are a 14 year old fortune 500 company , that is  growing at a tremendous rate . we are looking for individuals who  want to work from home .  this is an opportunity to make an excellent income . no experience  is required . we will train you .  so if you are looking to be employed from home with a career that has  vast opportunities , then go :  http : / / www . basetel . com / wealthnow  we are looking for energetic and self motivated people . if that is you  than click on the link and fill out the form , and one of our  employement specialist will contact you .  to be removed from our link simple go to :  http : / / www . basetel . com / remove . html",724
0.0,lol ok your forgiven :),23
0.0,"rice program in financial engineering  dear vince ,  tony and i are looking forward to meeting with you tomorrow  ( thurs . ) at 10 a . m . regarding the rice iniative in financial  engineering . attached to this message is our draft plan for  the proposed undergraduate program ; i will also bring a copy  to the meeting in the morning .  see you tomorrow !  best regards ,  kathy  katherine bennett ensor  professor and chairperson  department of statistics , ms 138  rice university  houston , tx 77251 - 1892  ensor @ rice . edu  phone : ( 713 ) 527 4687  fax : ( 713 ) 285 5476  - draft - plano 2 . doc",607
0.0,hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing,97
0.0,"house-maid is the murderer, coz the man was murdered on  &lt;#&gt; th january.. as public holiday all govt.instituitions are closed,including post office..",155
0.0,"ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too.",105
1.0,gent! we are trying to contact you. last weekends draw shows that you won a å£1000 prize guaranteed. call 09064012160. claim code k52. valid 12hrs only. 150ppm,159
0.0,yes. that will be fine. love you. be safe.,42
0.0,"re : risk report on "" guide to electricxity hedging "" and request for  gu est access to enrononline  ed ,  i sent a message to louise kitchen who runs the enrononline effort .  she should be getting back to you shortly .  vince  ekrapels on 01 / 18 / 2000 12 : 00 : 12 pm  to : vince j kaminski / hou / ect @ ect  cc :  subject : risk report on "" guide to electricxity hedging "" and request for gu  est access to enrononline  dear vince ,  greetings from boston , where we ' re doing all we can to help keep the price  of gas high .  as i may have told you earlier , i ' m writing a "" guide to electricity hedging ""  for risk publications similar to the report on oil . i had planned to write a  significant section on enrononline , and in the midst of my research on the  topic was denied access by enron ' s gatekeeper . can you help get me in ?  as always , the best from here .  ed krapels  - - - - - original message - - - - -  from : donna greif [ mailto : dcorrig @ ect . enron . com ]  sent : tuesday , january 18 , 2000 12 : 37 pm  to : ekrapels @ esaibos . com  subject : request for guest access  dear mr . krapels :  thank you for requesting guest access to enrononline . unfortunately , we are  unable to give you quest access at this time .  enrononline is exclusively for those companies who can transact wholesale  energy  commodities and related products .  in addition , you had indicated within the comments section of your email  that  you are preparing a "" guide to electricity hedging ""  for risk publications . i have forwarded your inquiry to our public  relations  department along with your contact information .  should you not hear back from anyone within a reasonable amount of time ,  please  feel free to contact our call center at  713 853 - help ( 4357 ) .  sincerely ,  donna corrigan greif  enrononline help desk  713 / 853 - 9517  - attl . htm",1879
0.0,i'm reaching home in 5 min.,27
1.0,"localized software , all languages available .  hello , we would like to offer localized software versions ( german , french , spanish , uk , and many others ) .  ail iisted software is availabie for immediate download !  no need to wait 2 - 3 week for cd deiivery !  just few exampies :  - norton lnternet security pro 2005 - $ 29 . 95  - windows xp professionai with sp 2 fuil version - $ 59 . 95  - corel draw graphics suite 12 - $ 49 . 95  - dreamweaver mx 2004 ( homesite 5 . 5 inciuding ) - $ 39 . 95  - macromedia studio mx 2004 - $ 119 . 95  just browse our site and find any software you need in your native ianquaqe !  best regards ,  rupert",652
1.0,4mths half price orange line rental & latest camera phones 4 free. had your phone 11mths+? call mobilesdirect free on 08000938767 to update now! or2stoptxt t&cs,160
0.0,"today ' s project list  please , use a new template stored in the plans 2001 folder  for today ' s project lists .  over the last few weeks we had several parallel  copies of the same file floating around .  i have updated he list of group members in the first sheet .  please , make sure i have not omitted anybody .  vince",325
0.0,indeed and by the way it was either or - not both !,51
1.0,"congrats 2 mobile 3g videophones r yours. call 09063458130 now! videochat wid ur mates, play java games, dload polyph music, noline rentl. bx420. ip4. 5we. 150p",160
0.0,havent mus ask if u can 1st wat. of meet 4 lunch den u n him meet can already lor. or u wan 2 go ask da ge 1st then confirm w me asap?,134
0.0,a guy who gets used but is too dumb to realize it.,50
1.0,buy cialis online ! get control of your life again !  prescriptions for female sexual disfunction  just turn left at greenland . . .  poetry is the language in which man explores his own amazement .  horses lend us the wings we lack .,234
0.0,"background information  tom ,  can you send me additional copies of the information about the webi program ?  i want to distribute it internally .  vince",153
0.0,if i die i want u to have all my stuffs.,40
0.0,"re : 12 / 17 churn - - eb 29 to ebl 9  job done !  - - - - - - - - - - - - - - - - - - - - - - forwarded by kevin g moore / hou / ect on 12 / 22 / 99 05 : 59  am - - - - - - - - - - - - - - - - - - - - - - - - - - -  lupe rodriguez @ enron  12 / 21 / 99 04 : 08 pm  to : move - team / epsc / hou / ect @ ect  cc : kevin g moore / hou / ect @ ect , dolores sustaita / epsc / hou / ect @ ect , janelle  duree / hou / ect @ ect  subject : re : 12 / 17 churn - - eb 29 to ebl 9  i have guys up there now to complete this request . we don "" t move the plants  but we will this time . any thing else just let me know . lupe  move - team @ ect  12 / 21 / 99 02 : 26 pm  sent by : linda richard @ ect  to : lupe rodriguez / corp / enron @ enron  cc : kevin g moore / hou / ect @ ect , dolores sustaita / epsc / hou / ect @ ect , janelle  duree / hou / ect @ ect  subject : 12 / 17 churn - - eb 29 to ebl 9  hi lupe !  there are approximately 25 boxes , several small file cabinets and 2 plants ( a  3 ft and a 9 ft plant ) that are ready to be moved from 29 to 19 . this is part  of the 29 th floor 12 / 17 churn .  the items are located in various offices of the "" fishbowl "" area on the 29 th  floor . they are labeled with the 19 th floor designated location .  there are 2 larger file cabinets that are located in the hallway .  the 2 plants need to be taken to ebl 944 .  is there anyway to work this in your schedule on tommorrow ?  thanks  linda",1444
0.0,hi dis is yijue i would be happy to work wif ì_ all for gek1510...,66
0.0,"total disappointment, when i texted you was the craziest shit got :(",68
1.0,"sms. ac blind date 4u!: rodds1 is 21/m from aberdeen, united kingdom. check him out http://img. sms. ac/w/icmb3cktz8r7!-4 no blind dates send hide",146
0.0,from tomorrow onwards eve 6 to 3 work.,38
0.0,why tired what special there you had,36
0.0,"indians r poor but india is not a poor country. says one of the swiss bank directors. he says that \ &lt;#&gt;  lac crore\"" of indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. can give  &lt;#&gt;  crore jobs to all indians. from any village to delhi 4 lane roads. forever free power suply to more than  &lt;#&gt;  social projects. every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. no need of world bank &amp; imf loan. think how our money is blocked by rich politicians. we have full rights against corrupt politicians. itna forward karo ki pura india padhe.g.m.\""""",632
0.0,i have lost 10 kilos as of today!,33
0.0,yesterday its with me only . now am going home.,47
1.0,"foreign business representative needed  mr . zhongxun zheng  anhui guofeng plastic industry co . , ltd  tian zhi road  hefei , anh 230088  china .  website : www . guofeng . com  dear sir / madam ,  i am mr . zhongxun zheng , board director , anhui guofeng  plastic industry .  we are a company who deal on plastics , candle holder ,  wind chime , photo frame , suncatcher , night  lamp , tiffany lamp and the other decorations . we export  into the united states , canada and parts of europe .  we require competent representatives who can help us  establish a medium of getting to our customers in the  usa , canada and europe as well as making payments  through you to us .  we will be glad and would be willing to give a good  percentage for this . please contact us for more  information on the above subject to your satisfaction  you will be given the opportunity to negotiate your  mode of which we will pay for your services as our  representative .  please , if interested , forward your contact  information , stating names , physical address ,  phone / fax numbers promptly .  regards ,  mr . zhongxun zheng  ceo / president .  mail sent from webmail service at php - nuke powered site  - http : / / yoursite . com",1225
1.0,"save your money by getting an oem software !  need in software for your pc ? just visit our site , we might have what you need . . .  best regards ,  oliver",157
0.0,all day working day:)except saturday and sunday..,49
0.0,"yeah, where's your class at?",28
1.0,"join focus groups to earn money  a la carte research recruits for focus groups across the country . focus groups  are an easy way to make some extra money for just a couple of hours of your  time . each group is only for the purpose of learning your opinions . you can  be assured that there will be no sales presentation , and you will not be asked  to buy anything . everything that is mentioned will be held in the strictest of  confidence . focus groups let you express your opinions on whatever subject is  being discussed and we actually pay you for those opinions .  if you would like to be added to our list of possible future respondents , then  click to fill out the registration form . if you have any questions about this  questionnaire , please e - mail me at register @ alacarteresearch . com  sincerely ,  john mooney",832
0.0,"re : kmv visit  dear mr . seyfried ,  i am following up on the attached message from vasant shanbhogue who visited  with us in san francisco recently . i will be in london on friday , march  31 st , and would be happy to drop by your offices to provide additional  information on our products .  at this point , the best time for me would be in the late afternoon ( 2 pm to  3 pm ? ) .  please let me know if you would still like to meet and if this time will  work for you .  regards ,  rob  - - - - - original message - - - - -  from : vasant shanbhogue [ mailto : vasant . shanbhogue @ enron . com ]  sent : friday , march 24 , 2000 10 : 56 am  to : rudy @ kmv . com  cc : bryan seyfried ; william s bradford ; vince j kaminski  subject : kmv visit  hi robert ,  following up on our visit to your office , vince kaminski and i are very  interested in your products . bryan seyfried , who is heading up the credit  trading operations in london , would like you to visit the london office when  you  are there next friday . he would like to discuss technical implementation  details at that time , in addition to the overall framework . i will also  give  you a call to set up a time to have a more technical ( options modeling )  conversation over the phone .  thanks ,  vasant shanbhogue  vice president , research  enron corp",1329
0.0,"oh... i was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... okie lor, u call me when ready...",125
0.0,yes we were outside for like 2 hours. and i called my whole family to wake them up cause it started at 1 am,107
0.0,with my sis lor... we juz watched italian job.,46
0.0,"erm... woodland avenue somewhere. do you get the parish magazine, his telephone number will be in there.",104
0.0,cheers lou! yeah was a goodnite shame u neva came! c ya gailxx,62
1.0,"call 09094100151 to use ur mins! calls cast 10p/min (mob vary). service provided by aom, just gbp5/month. aom box61,m60 1er until u stop. ages 18+ only!",152
0.0,watever relation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,120
0.0,"i'm back &amp; we're packing the car now, i'll let you know if there's room",75
0.0,"yes, i'm small kid.. and boost is the secret of my energy..",59
0.0,"dear vince ,  bardzo dziekuje za podeslana literature , szczegolnie drugie wydanie  ksiazki . bylismy w londynie w czerwcu zeszlego roku , ale w ksiegarni  znalezlismy tylko piersze wydanie . obaj z alkiem ( ojcem ) wspolpracujemy z  energetyka ( glownie polska ) od kilku lat . w zeszlym roku wydalismy ksiazke  "" gielda energii : strategie zarzadzania ryzykiem "" , a obecnie pracujemy nad  jej angielskim wydaniem . na jaki adres ci ja przyslac ?  serdeczne pozdrowienia ,  rafal",481
0.0,my birthday is on feb  &lt;#&gt;  da. .,39
0.0,are you not around or just still asleep? :v,43
0.0,thanks  vince :  thanks for the time that you took today .  it was very interesting to meet with you .  i ' d like to continue the discussions sometime .  thanks again . shawn,175
0.0,"school teaching  hello vince ,  i stopped by to see you today 03 / 28 / 01 . however , mrs . shirley notified me  that you were out of the country . look , i need another favor . my wife , whom  you met last summer , and i have been living in the woodlands about a month  now . we have tried , to no avail , to get her in the local school district as  a speech pathologist or a k - 6 grade school teacher . she could easily find a  teaching job in the houston independent school district . however , i would  prefer that she taught locally , in the woodlands . i need to know if you know  of anyone we can contact to get her in the woodlands school system . i would  greatly appreciate if you could help us out once again . i am attaching her  resume ' for your perusal . thanks a million vince ! ! !  sincerely ,  datren williams  ees x 58654",843
0.0,then we gotta do it after that,30
0.0,thts god's gift for birds as humans hav some natural gift frm god..,67
0.0,"fw : fw : question about ernie  vince ,  i left you a voice message that explains a little about the history of this  inquiry ( you may want to refer to that first ) .  please let me know what you know about this and your opinion .  thank you ,  anthony  * 36304  - - - - - original message - - - - -  from : presas , gracie  sent : monday , march 05 , 2001 5 : 38 pm  to : sexton , anthony  subject : re : fw : question about ernie  anthony ,  please contact vince kaminsky at ext . 3 - 3848 . i think his group has this  type of training set up . ask him is you can be added to their classes . let  me know if this works for you .  gracie  from : anthony sexton / enron @ enronxgate on 03 / 05 / 2001 01 : 31 pm  to : gracie s presas / hou / ect @ ect  cc :  subject : fw : question about ernie  hi , gracie .  i ' m just following up on my inquiry from last week . have you begun any  discussions on statistics classes ?  anthony  - - - - - original message - - - - -  from : sexton , anthony  sent : thursday , march 01 , 2001 8 : 28 am  to : presas , gracie  subject : question about ernie  gracie ,  does enron have any statistics classes ? ones more focused on basic  statistics and the lingo ( ex : alpha , beta , delta - gamma , type i & ii error ,  distributions , kurtosis , etc . ) than the var class ?  i have not seen any in the class schedule . in working with traders and  studying risk mangement concepts , even our "" experts "" that know almost  everything about marketing and modeling risk management products do not seem  to have an adequate understanding of basic statistics ! ! ! this lack of  knowledge basically makes my job as a fundamentals analyst ( researching the  underlying commodity markets for the purpose of maximizing egm / ea / eim  profits ) very inefficient .  if they already do not exist , i recommend that ernie institute two types of  statistics classes ( which mirror the existing finance class selection ) .  "" introduction to statistics "" ( perhaps a database approach - including  application to excel ? ) and "" applied statistics "" ( which would be a more  advanced approach that specifies how enron uses - or should use - statistics  in risk management marketing ) .  please let me know what you think .  cordially ,  anthony sexton  * 36304",2288
0.0,well there's not a lot of things happening in lindsay on new years *sighs* some bars in ptbo and the blue heron has something going,131
1.0,"urgent! call 09061749602 from landline. your complimentary 4* tenerife holiday or å£10,000 cash await collection sae t&cs box 528 hp20 1yf 150ppm 18+",149
1.0,do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,149
1.0,"perfect logo charset = koi 8 - r "" >  thinking of breathing new life into your business ?  start from revamping its front - end - logo and visuai identity .  loqodentity offers creative custom design of loqos ,  stationery and web - sites . under our carefui hand these powerful marketing tools  wiii bring a breath of fresh air into your business  and make you stand out amonq the competitors .  you are just a click  away from your future success . click here to see the samples of our artwork ,  check our prices and hot offers",530
1.0,"feeling great is not a luxury !  do you feel the strength ?  buddy , deal with your problems  supplies are limited ! http : / / buyonlinrmeds . com / ? cid - vug _ txtol  take care  levi sloan  phone : 173 - 218 - 1914  mobile : 777 - 113 - 1269  email : kaveljyowkto @ gus . net  e . n . 0 ^ u . g * h http : / / buyonlinrmeds . com / emover . php",348
0.0,"sorry, i'll call later in meeting",33
1.0,"elektronik lottery promotion prize awards ! ! !  from : government accredited licensed lottery promoters . winning notice for category \ "" a \ "" winner  dear lucky winner ,  re : elektronik lotto promotion prize awards winning notification  we are pleased to inform you of the result of the just concluded annual  final draws of lotto international netherlands programs .  the online cyber lotto draws was conducted from an exclusive list of  25 , 000 e - mail addresses of individual and corporate bodies picked by an  advanced automated random computer search from the internet . no tickets were sold . after this automated computer ballot , your e - mail address emerged as one of two winners in the category \ "" a \ "" with the following :  ref number : pc 390 es 214  batch number : 26371545 - lni / 2005  ticket number : pcp 002 871  you as well as the other winner are therefore to receive a cash prize  of 1 , 500 , 000 . 00 . ( one million , five hundred thousand euro only ) each from the total payout . your prize award has been insured  with your e - mail address and will be transferred to you upon meeting  our requirements , statutory obligations , verifications , validations and  satisfactory report .  to begin the claims processing of your prize winnings you are advised  to contact our licensed and accredited claims agent for category  \ "" a \ "" winners with the information below :  mr . van bell ,  remittance department director ,  tel : + 31 617 186 560  e - mail : vanbell @ nzoomail . com  vanbell 2005 @ web - mail . com . ar  you are also advised to provide him with the under listed information  as soon as possible :  1 . name in full  2 . address  3 . nationality  4 . age  5 . occupation  6 . phone / fax  note : all winnings must be claimed not later than 14 days . after this  dateall unclaimed funds would be included in the next stake .  remember to quote your reference information in all correspondence .  you are to keep all lotto information away from the general public  especially your reference and ticket numbers . ( this is important as a  case of double claims will not be entertained ) . members of the affiliate  agencies are automatically not allowed to participate in this program .  thank you and congratulations ! ! !  yours faithfully ,  mrs . lynn rowlands ,  games / lottery coordinator .  lotto international netherlands  www . lotto . nl  this email may contain information which is confidential and / or  privileged . the information is intended solely for the use of the  individual or entity named above . if you are not the intended  recipient , be aware that any disclosure , copying , distribution or use of  the contents is prohibited . if you have received this electronic  transmission in error , please notify the sender by telephone or return  email and delete the material from your computer .  mail sent from webmail service at php - nuke powered site  - http : / / skdclan . wwwpuntocom . com",2963
0.0,i like dis sweater fr mango but no more my size already so irritating.,70
0.0,still work going on:)it is very small house.,44
1.0,"undelivered mail returned to sender  this is the postfix program at host backupmail . mittwaldmedien . de .  i ' m sorry to have to inform you that the message returned  below could not be delivered to one or more destinations .  for further assistance , please send mail to  if you do so , please include this problem report . you can  delete your own text from the message returned below .  the postfix program  : host mail . edv - stangl . com [ 62 . 216 . 178 . 13 ] said : 550  : user unknown in virtual alias table ( in reply to  rcpt to command )",553
0.0,slaaaaave ! where are you ? must i summon you to me all the time now ? don't you wish to come to me on your own anymore?,120
0.0,"hey, i missed you tm of last night as my phone was on the charge ... *smiles* ... i am meeting a friend shortly",111
0.0,eatin my lunch...,17
0.0,mm that time you dont like fun,30
0.0,in other news after hassling me to get him weed for a week andres has no money. haughaighgtujhyguj,98
1.0,"holidays are coming ?  help wanted . we are a 14 year old fortune 500 company , that is  growing at a tremendous rate . we are looking for individuals who  want to work from home .  this is an opportunity to make an excellent income . no experience  is required . we will train you .  so if you are looking to be employed from home with a career that has  vast opportunities , then go :  http : / / ter . netblah . com : 8080  we are looking for energetic and self motivated people . if that is you  than click on the link and fill out the form , and one of our  employment specialist will contact you .  to be removed from our link simple go to :  http : / / ter . netblah . com : 8080 / remove . html",703
0.0,smile in pleasure smile in pain smile when trouble pours like rain smile when sum1 hurts u smile becoz someone still loves to see u smiling!!,141
0.0,you said to me before i went back to bed that you can't sleep for anything.,75
0.0,oh yeah i forgot. u can only take 2 out shopping at once.,57
0.0,okie,4
0.0,only 2% students solved this cat question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? tell me the answer if u r brilliant...1thing.i got d answr.,183
1.0,"renew your vitality  for the first time , we are offering the only male enhancement and  performance system to you at a special internet price .  90 % of males were interested in improving their sexual stamina ,  performance , and the size of their manhood . are you one of the 90 % ?  my girlfriend has been blown away by the gains i have achieved with your  black label formula and the exercises . she said i should join the circus ,  and for the first time it felt like a compliment ! - ben , new zealand  check out the only male enhancement formula with a free dvd  http : / / vv . ue . . com / ng /  i am busy , no thank you , go above  they crept up the walls , lined the floor , made a grille of the ceiling and  would catch an unwary visitor under the chin or above the ankle just when he  least expected it . yet visitors were forbidden in so crowded a room , and  even his father declined to go farther than the doorway  as for rob , he thought he knew all about the wires , and what each one was  for ; but they puzzled even him , at times , and he was often perplexed to know  how to utilize them all",1112
0.0,ello babe u ok?,15
0.0,i got your back! do you have any dislikes in bed?,49
1.0,"get your babies diapers bill paid for , for a year !  your family could definately use this , now go .  odzzfzzq",112
0.0,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,148
0.0,"thatåõs alrite girl, u know gail is neva wrong!!take care sweet and donåõt worry.c u l8tr hun!love yaxxx",104
0.0,i doubt you could handle 5 times per night in any case...,57
0.0,hey whats up? u sleeping all morning?,37
0.0,"research allocations to egm  hi becky ,  vince and i came up with these allocations for all of egm :  gary hickerson  rate & currency trading 10 . 0 %  agriculture trading  & origination 27 . 5 %  jeff shankman  weather 20 %  insurance 30 %  oil 7 . 5 %  coal 2 . 5 %  freight 2 . 5 %  total 100 %",297
0.0,thought praps you meant another one. goodo! i'll look tomorrow,63
0.0,i finished my lunch already. u wake up already?,47
1.0,okmail: dear dave this is your final notice to collect your 4* tenerife holiday or #5000 cash award! call 09061743806 from landline. tcs sae box326 cw25wx 150ppm,161
0.0,how tall are you princess?,26
0.0,nan sonathaya soladha. why boss?,32
1.0,urgent! your mobile number has been awarded with a å£2000 prize guaranteed. call 09061790121 from land line. claim 3030. valid 12hrs only 150ppm,144
1.0,"ready to earn more now  take the next step  learn how you can earn a high six - figure income with your own  real estate business .  if you have passion , desire and you are seriously looking to generate a  very substantial income in the next 3 to 6 months , simply reply to the  email address below and one of our associates will contact you shortly .  bigprofithomebiz @ yahoo . com  ( be sure to leave your name , phone and best time to call ) .  remember : this powerful business could change your life ? financially .  immediately  if you ' re not interested",564
0.0,you do what all you like,24
0.0,no rushing. i'm not working. i'm in school so if we rush we go hungry.,70
1.0,"reply a . s . a . p  united trust bank limited  80 haymarket , london  swly 4 te  i am mr . alexander george , the account officer of mr . morris  thompson who died in the plane crash of alaska airlines  flight 261 which crashed on january 31 2000 along with his  wife and only daughter ( who happens to be his next of kin ) .  he has an account with us . you should read more about the  crash on visiting this site ( s ) .  since we got information about his death , we have been  expecting his next of kin or relatives to come over and  claim his money because we cannot release it unless somebody  applies for it as next of kin or as a relative to the  deceased as indicated in our banking guidelines .  i was contacted by the executor of his will to find somebody  that can stand in as his next of kin , so that the funds  would not be trapped in our bank . all legal paper work will  be taken care of by him ( the executor )  if you are favorably disposed to joing us in doing this ,  please respond as soon as possible . in the event you are not  interested , i sincerely ask that you disregard this email  and tell no one about it . i am very careful on truncating my  banking career should you mention this to someoneelse . i  hope you can be trusted in this regard .  regards ,  alexander george",1304
0.0,yetunde i'm in class can you not run water on it to make it ok. pls now.,72
0.0,ya just telling abt tht incident..,34
0.0,"1) go to write msg 2) put on dictionary mode 3)cover the screen with hand, 4)press  &lt;#&gt; . 5)gently remove ur hand.. its interesting..:)",141
